,war,타수,득점,안타,2루타,3루타,홈런,타점,도루성공,도루실패,4구,사구,고의4구,삼진,병살타,희생타,희생플라이,타율,출루율,장타율,R/ePA,wRC+,rangeRAA,종합 RAA,WAAwoPOS
901,0.66,192.0,29.0,56.0,6.0,3.0,2.0,24.0,10.0,8.0,11.0,0.0,0.0,25.0,3.0,5.0,1.0,0.292,0.328,0.385,-0.001,103.0,-1.84,-1.84,-0.185
902,0.58,112.0,8.0,27.0,2.0,2.0,0.0,9.0,6.0,1.0,7.0,0.0,0.0,12.0,0.0,7.0,0.0,0.241,0.286,0.295,-0.053,58.9,0.12,0.12,0.012
903,0.57,146.0,18.0,35.0,5.0,2.0,4.0,20.0,0.0,1.0,11.0,1.0,0.0,19.0,3.0,2.0,2.0,0.24,0.294,0.384,-0.027,80.1,3.65,3.65,0.367
904,0.53,107.0,9.0,24.0,6.0,0.0,0.0,9.0,1.0,1.0,13.0,0.0,0.0,30.0,0.0,0.0,3.0,0.224,0.301,0.28,-0.045,63.9,0.59,0.59,0.059
905,0.49,87.0,7.0,24.0,7.0,0.0,1.0,5.0,0.0,3.0,6.0,0.0,0.0,6.0,2.0,3.0,0.0,0.276,0.323,0.391,0.002,105.1,0.67,0.67,0.068
906,0.48,144.0,20.0,37.0,7.0,1.0,1.0,8.0,3.0,0.0,11.0,1.0,0.0,16.0,2.0,3.0,0.0,0.257,0.314,0.34,-0.021,85.8,0.93,0.93,0.094
907,0.46,116.0,18.0,35.0,4.0,1.0,0.0,11.0,5.0,2.0,11.0,0.0,0.0,15.0,1.0,4.0,3.0,0.302,0.354,0.353,0.005,107.8,-6.71,-6.71,-0.675
908,0.43,46.0,3.0,11.0,1.0,0.0,2.0,5.0,2.0,0.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,0.239,0.34,0.391,0.005,108.0,0.24,0.24,0.024
909,0.42,165.0,16.0,42.0,5.0,2.0,0.0,11.0,14.0,4.0,19.0,2.0,0.0,6.0,8.0,3.0,1.0,0.255,0.337,0.309,-0.02,86.2,0.25,0.25,0.025
910,0.41,95.0,4.0,23.0,4.0,0.0,1.0,8.0,0.0,2.0,7.0,0.0,0.0,4.0,1.0,1.0,0.0,0.242,0.294,0.316,-0.037,71.3,0.08,-0.12,-0.012
911,0.4,53.0,7.0,15.0,3.0,0.0,1.0,4.0,2.0,0.0,5.0,1.0,0.0,13.0,1.0,0.0,0.0,0.283,0.356,0.396,0.014,115.9,0.0359565492122567,0.0257399643241725,0.0026177673188632
912,0.4,16.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,0.529,0.5,0.145,232.9,0.01,-0.01,-0.001
913,0.36,105.0,15.0,32.0,2.0,0.0,1.0,19.0,2.0,2.0,6.0,1.0,0.0,5.0,3.0,3.0,1.0,0.305,0.345,0.352,-0.005,99.4,-0.33,-0.33,-0.034
914,0.31,37.0,5.0,9.0,2.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.243,0.3,0.486,0.002,105.3,0.0382477622871191,0.0212523608359138,0.0022876040260672
915,0.31,201.0,19.0,54.0,7.0,1.0,3.0,17.0,6.0,4.0,15.0,0.0,1.0,21.0,4.0,2.0,0.0,0.269,0.319,0.358,-0.015,90.8,-1.93,-1.93,-0.194
916,0.31,163.0,13.0,33.0,0.0,0.0,2.0,9.0,2.0,0.0,14.0,3.0,0.0,22.0,1.0,6.0,1.0,0.202,0.276,0.239,-0.083,32.3,0.01,1.02,0.103
917,0.29,257.0,19.0,67.0,14.0,0.0,1.0,26.0,2.0,1.0,7.0,4.0,1.0,18.0,10.0,5.0,3.0,0.261,0.288,0.327,-0.049,61.0,0.42,0.33,0.033
918,0.26,145.0,14.0,37.0,7.0,0.0,0.0,9.0,4.0,5.0,12.0,2.0,0.0,13.0,5.0,6.0,1.0,0.255,0.319,0.303,-0.03,78.2,0.0462790146084436,0.027095965896992,0.0028903287804373
919,0.26,98.0,8.0,27.0,5.0,0.0,0.0,9.0,0.0,1.0,11.0,4.0,0.0,14.0,7.0,0.0,0.0,0.276,0.372,0.327,-0.001,102.9,0.0415447230238523,0.0248187766394998,0.0026538592370093
920,0.23,13.0,3.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.385,0.429,0.462,0.083,177.9,-0.04,-0.13,-0.013
921,0.23,162.0,14.0,43.0,6.0,0.0,1.0,17.0,2.0,1.0,12.0,1.0,1.0,17.0,2.0,2.0,1.0,0.265,0.318,0.321,-0.03,77.9,0.07,0.07,0.007
922,0.23,97.0,13.0,24.0,3.0,1.0,2.0,8.0,1.0,0.0,4.0,1.0,0.0,16.0,2.0,3.0,0.0,0.247,0.284,0.361,-0.036,72.8,0.41,0.41,0.041
923,0.22,83.0,18.0,21.0,3.0,0.0,2.0,11.0,15.0,5.0,7.0,1.0,0.0,8.0,3.0,4.0,0.0,0.253,0.319,0.361,-0.017,89.2,0.0444263791339535,0.0239857727307911,0.0026235830970808
924,0.2,218.0,23.0,55.0,11.0,0.0,0.0,24.0,0.0,1.0,9.0,3.0,0.0,17.0,9.0,13.0,1.0,0.252,0.29,0.303,-0.048,62.9,0.17,-0.1,-0.01
925,0.19,81.0,6.0,19.0,2.0,1.0,1.0,10.0,0.0,0.0,5.0,1.0,0.0,9.0,2.0,1.0,2.0,0.235,0.281,0.321,-0.051,59.4,0.07,-0.11,-0.011
926,0.18,187.0,20.0,48.0,4.0,0.0,5.0,22.0,1.0,0.0,13.0,0.0,0.0,8.0,4.0,8.0,1.0,0.257,0.303,0.358,-0.026,81.6,0.0465773806184012,0.0236296155182631,0.0026298672070102
927,0.18,30.0,3.0,8.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,0.267,0.303,0.367,-0.029,78.5,0.0467411429654998,0.0228954362183362,0.002566344845676
928,0.18,114.0,12.0,28.0,6.0,0.0,4.0,23.0,1.0,1.0,4.0,2.0,0.0,19.0,2.0,2.0,2.0,0.246,0.279,0.404,-0.033,75.3,-1.63,-1.63,-0.164
929,0.17,9.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.333,0.4,0.667,0.112,203.2,0.0228498381881909,0.0107473999456413,0.0013205048532055
930,0.17,164.0,8.0,48.0,7.0,0.0,0.0,20.0,0.0,0.0,6.0,3.0,0.0,11.0,8.0,2.0,1.0,0.293,0.328,0.335,-0.02,86.0,0.63,0.63,0.064
931,0.14,242.0,25.0,67.0,14.0,1.0,4.0,33.0,6.0,8.0,12.0,2.0,2.0,55.0,5.0,3.0,2.0,0.277,0.314,0.393,-0.012,93.4,-2.17,-2.17,-0.218
932,0.12,30.0,4.0,7.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.233,0.258,0.5,-0.01,95.1,0.0439271502604074,0.0181833139199486,0.0021618320509744
933,0.1,159.0,15.0,37.0,5.0,1.0,0.0,15.0,0.0,2.0,13.0,1.0,0.0,14.0,4.0,5.0,1.0,0.233,0.293,0.277,-0.052,59.2,0.44,0.44,0.044
934,0.1,32.0,5.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,0.219,0.324,0.219,-0.046,63.2,0.03,-0.01,-0.001
935,0.08,26.0,4.0,7.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,0.269,0.31,0.423,-0.019,87.4,0.0462284989815843,0.0181472377967066,0.0021974785206962
936,0.04,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.125,214.8,0.0,0.0,0.0
937,0.04,8.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.25,0.4,0.5,0.068,164.1,0.0339926450449559,0.0142160998867861,0.0017802003440215
938,0.03,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.167,0.375,0.167,-0.021,84.9,-0.04,-0.04,-0.004
939,0.02,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.333,0.333,-0.015,90.4,0.0,0.0,0.0
940,0.01,156.0,16.0,34.0,4.0,3.0,0.0,13.0,3.0,2.0,15.0,0.0,0.0,21.0,0.0,4.0,5.0,0.218,0.278,0.282,-0.062,49.7,0.38,0.38,0.038
941,0.01,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.333,0.333,-0.015,91.0,0.01,0.01,0.001
942,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,-0.086,27.2,0.0604175790492674,0.0245738949102398,0.0029140954942075
943,-0.01,57.0,8.0,13.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,16.0,0.0,3.0,0.0,0.228,0.302,0.263,-0.065,48.4,0.056579881178603,0.0224788021896447,0.0027058111352108
944,-0.01,51.0,8.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,13.0,1.0,1.0,0.0,0.196,0.281,0.235,-0.065,47.1,0.14,0.14,0.014
945,-0.01,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,-0.088,25.9,0.0,0.0,0.0
947,-0.02,26.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.231,0.286,0.231,-0.088,31.0,0.0599716249557235,0.0235417031214045,0.0028304571467392
948,-0.03,117.0,23.0,20.0,5.0,0.0,5.0,12.0,3.0,2.0,15.0,0.0,0.0,25.0,0.0,3.0,1.0,0.171,0.263,0.342,-0.051,59.3,-1.13,-1.13,-0.114
951,-0.03,46.0,6.0,11.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.239,0.255,0.283,-0.075,37.6,0.0588974151504279,0.0227098923473152,0.0027543871205323
954,-0.03,37.0,4.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,6.0,1.0,0.0,7.0,1.0,0.0,0.0,0.162,0.295,0.243,-0.07,42.0,0.0,0.24,0.024
955,-0.03,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.167,-0.157,-36.1,0.0,0.01,0.001
956,-0.04,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.13,-12.1,0.01,0.0,0.0
961,-0.05,20.0,3.0,5.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.318,0.5,0.027,127.7,0.0420493074942223,0.0140510355210863,0.0018746648656918
962,-0.06,25.0,10.0,4.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16,0.192,0.32,-0.105,13.5,0.0629855812823312,0.0216465512598925,0.0027074951168426
963,-0.06,147.0,14.0,33.0,6.0,1.0,3.0,9.0,3.0,2.0,12.0,1.0,0.0,28.0,2.0,6.0,0.0,0.224,0.288,0.34,-0.037,72.2,0.0532793881072712,0.0198958574331284,0.0024800529122656
964,-0.06,19.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.211,0.25,0.263,-0.082,31.1,0.0,0.11,0.011
965,-0.06,36.0,4.0,9.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.25,0.25,0.361,-0.058,52.1,0.0,0.2,0.02
967,-0.07,131.0,17.0,29.0,8.0,1.0,0.0,10.0,7.0,3.0,7.0,4.0,0.0,20.0,4.0,6.0,0.0,0.221,0.282,0.298,-0.058,54.1,0.37,0.37,0.037
970,-0.1,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.091,0.167,0.091,-0.174,-50.6,0.03,0.03,0.003
971,-0.11,38.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,4.0,1.0,0.0,0.0,0.184,0.311,0.211,-0.063,47.6,-0.23,-0.23,-0.023
973,-0.11,130.0,17.0,32.0,6.0,1.0,0.0,4.0,3.0,5.0,4.0,2.0,0.0,22.0,0.0,6.0,0.0,0.246,0.279,0.308,-0.053,58.6,-0.19,-0.19,-0.019
974,-0.12,11.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.182,0.182,0.273,-0.112,4.3,0.0666058228632005,0.0228418096172226,0.0028724250593359
975,-0.13,113.0,12.0,22.0,1.0,1.0,2.0,14.0,0.0,1.0,16.0,9.0,1.0,16.0,3.0,0.0,1.0,0.195,0.338,0.274,-0.362,59.3,-0.4,-0.4,-0.04
976,-0.14,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.125,0.222,0.25,-0.136,-17.4,-0.01,0.0,0.0
977,-0.14,125.0,10.0,30.0,6.0,1.0,0.0,15.0,1.0,0.0,12.0,0.0,1.0,14.0,9.0,0.0,1.0,0.24,0.304,0.304,-0.04,68.9,0.21,0.17,0.017
978,-0.14,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.154,0.214,0.154,-0.128,-10.3,-0.01,0.03,0.003
979,-0.15,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.167,0.167,0.167,-0.154,-33.2,0.0744898807066729,0.0259226914937889,0.0032196140880173
980,-0.16,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.1,0.1,0.4,-0.147,-26.4,0.0700477904542238,0.0171823073718133,0.002420668144884
981,-0.17,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.222,0.125,-0.126,-2.5,0.0709141056881413,0.0272119142956812,0.0033171749210392
982,-0.17,36.0,5.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,0.222,0.263,0.278,-0.067,45.6,0.0606787738528598,0.0203699243926994,0.00263669958452
983,-0.17,129.0,12.0,33.0,6.0,0.0,0.0,11.0,2.0,4.0,6.0,0.0,0.0,12.0,4.0,16.0,2.0,0.256,0.285,0.302,-0.048,65.2,1.7,1.7,0.171
984,-0.18,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.083,0.083,0.083,-0.246,-115.1,0.02,0.01,0.001
985,-0.18,20.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.15,0.19,0.15,-0.163,-40.9,-0.04,-0.04,-0.004
986,-0.19,26.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.231,0.259,0.231,-0.084,29.1,-0.03,-0.03,-0.003
987,-0.21,53.0,5.0,8.0,1.0,1.0,1.0,2.0,0.0,2.0,8.0,0.0,0.0,10.0,0.0,2.0,0.0,0.151,0.262,0.264,-0.068,45.6,0.0618272053467137,0.0203892724284991,0.0026685596975817
988,-0.23,114.0,5.0,25.0,3.0,0.0,0.0,8.0,2.0,0.0,6.0,0.0,1.0,12.0,2.0,0.0,1.0,0.219,0.256,0.246,-0.09,24.2,2.35,2.35,0.237
989,-0.23,23.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.174,0.208,0.217,-0.122,-4.1,0.0705107144020707,0.0216235661481046,0.0028535169053735
990,-0.24,18.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.167,0.167,0.222,-0.147,-26.8,0.0742605506632892,0.0216163611588343,0.0028864740376092
991,-0.25,96.0,11.0,22.0,3.0,1.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,19.0,2.0,1.0,0.0,0.229,0.267,0.281,-0.064,47.6,0.0618828006459579,0.0185429244458961,0.0025276429108803
992,-0.25,21.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.095,0.174,0.095,-0.169,-46.4,0.079576240727989,0.0264420635724877,0.0033574748830634
993,-0.26,185.0,21.0,40.0,7.0,1.0,3.0,15.0,10.0,7.0,13.0,1.0,0.0,20.0,6.0,6.0,0.0,0.216,0.271,0.314,-0.054,57.5,-0.26,-0.26,-0.026
994,-0.29,331.0,30.0,82.0,7.0,2.0,4.0,40.0,7.0,8.0,25.0,1.0,1.0,37.0,10.0,6.0,5.0,0.248,0.298,0.317,-0.043,66.2,0.058912287437502,0.0155349879878231,0.0022615051405304
997,-0.33,85.0,14.0,17.0,3.0,1.0,2.0,9.0,2.0,1.0,8.0,1.0,0.0,15.0,3.0,1.0,1.0,0.2,0.274,0.329,-0.051,58.8,-0.11,-0.11,-0.012
998,-0.34,70.0,6.0,15.0,0.0,0.0,0.0,5.0,0.0,3.0,6.0,2.0,0.0,6.0,1.0,6.0,1.0,0.214,0.291,0.214,-0.082,36.0,0.0660695324155773,0.0181851768871763,0.0025759947224357
999,-0.35,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.071,0.071,0.071,-0.238,-107.7,0.0918538081595662,0.026589664092894,0.0035166534353123
1000,-0.36,138.0,11.0,26.0,5.0,0.0,5.0,17.0,0.0,0.0,16.0,0.0,2.0,32.0,6.0,2.0,2.0,0.188,0.269,0.333,-0.054,56.9,0.42,0.42,0.042
1001,-0.36,19.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.105,0.105,0.105,-0.213,-85.1,0.07,0.07,0.007
1002,-0.38,95.0,8.0,24.0,3.0,0.0,1.0,8.0,0.0,1.0,4.0,1.0,0.0,11.0,6.0,5.0,0.0,0.253,0.29,0.316,-0.048,63.5,-0.67,-0.67,-0.067
1003,-0.38,229.0,27.0,59.0,7.0,0.0,5.0,35.0,5.0,4.0,25.0,1.0,0.0,29.0,9.0,0.0,3.0,0.258,0.329,0.354,-0.011,93.7,0.055855810933271,0.0121676319875974,0.0019899105594026
1004,-0.4,144.0,12.0,34.0,5.0,0.0,2.0,15.0,3.0,2.0,9.0,3.0,0.0,19.0,5.0,0.0,2.0,0.236,0.291,0.313,-0.05,59.3,0.062199340381316,0.0133956574502527,0.0021567084694656
1005,-0.43,239.0,15.0,48.0,5.0,3.0,0.0,21.0,5.0,1.0,19.0,0.0,0.0,18.0,9.0,8.0,1.0,0.201,0.259,0.247,-0.083,32.1,1.28,1.28,0.129
1006,-0.43,72.0,4.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,12.0,2.0,4.0,1.0,0.194,0.213,0.194,-0.131,-5.8,0.12,0.1,0.01
1007,-0.44,138.0,14.0,33.0,2.0,0.0,2.0,13.0,6.0,1.0,5.0,1.0,0.0,13.0,4.0,4.0,1.0,0.239,0.269,0.297,-0.064,48.0,0.36,0.36,0.036
1008,-0.45,100.0,5.0,20.0,2.0,0.0,0.0,8.0,0.0,1.0,11.0,0.0,0.0,15.0,2.0,1.0,1.0,0.2,0.277,0.22,-0.147,39.1,0.23,0.23,0.023
1009,-0.47,44.0,2.0,9.0,1.0,0.0,0.0,8.0,0.0,1.0,5.0,0.0,1.0,4.0,4.0,0.0,1.0,0.205,0.28,0.227,-0.085,29.5,0.0694101275797617,0.0149664699885017,0.0023871563318199
1010,-0.48,38.0,7.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,6.0,1.0,1.0,0.0,0.105,0.19,0.132,-0.155,-31.0,0.0811237976835808,0.0201471854126549,0.0029376088703518
1011,-0.5,43.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.116,0.156,0.116,-0.178,-54.1,0.0854450344709068,0.020673708303929,0.0030273182221771
1012,-0.52,207.0,27.0,43.0,5.0,4.0,0.0,12.0,4.0,5.0,19.0,0.0,0.0,30.0,6.0,12.0,3.0,0.208,0.271,0.271,-0.069,45.5,1.8,1.8,0.181
1014,-0.58,146.0,10.0,31.0,3.0,0.0,0.0,8.0,1.0,2.0,6.0,1.0,1.0,14.0,3.0,7.0,1.0,0.212,0.247,0.233,-0.093,25.1,0.63,0.63,0.063
1015,-0.59,35.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,4.0,1.0,0.029,0.079,0.057,-0.227,-78.8,0.29,0.29,0.03
1016,-0.62,69.0,7.0,13.0,4.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,1.0,0.188,0.208,0.246,-0.111,5.0,-0.27,-0.27,-0.027
1017,-0.63,38.0,2.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,6.0,5.0,1.0,0.0,0.132,0.25,0.184,-0.099,17.8,0.0757050732158372,0.0148397007386275,0.0025093900604692
1018,-0.67,71.0,13.0,12.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,12.0,3.0,4.0,0.0,0.169,0.192,0.169,-0.143,-17.2,-0.22,-0.69,-0.07
1019,-0.84,54.0,13.0,7.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,7.0,2.0,4.0,1.0,0.13,0.172,0.13,-0.17,-37.6,-0.28,-0.28,-0.028
1020,-1.12,90.0,13.0,13.0,1.0,0.0,0.0,6.0,6.0,3.0,3.0,3.0,0.0,2.0,1.0,4.0,0.0,0.144,0.198,0.156,-0.161,-33.7,0.04,0.04,0.004
1021,-1.29,78.0,3.0,11.0,1.0,0.0,1.0,10.0,0.0,1.0,4.0,1.0,0.0,11.0,5.0,1.0,1.0,0.141,0.19,0.192,-0.145,-23.7,0.0951165071419619,0.0012308044416917,0.0018101000333699
1022,5.7,414.0,93.0,116.0,18.0,0.0,26.0,84.0,32.0,8.0,84.0,9.0,11.0,62.0,7.0,0.0,6.0,0.28,0.407,0.512,0.061,159.3,1.98,1.98,0.211
1023,5.36,358.0,52.0,100.0,14.0,3.0,13.0,63.0,15.0,9.0,81.0,0.0,4.0,42.0,7.0,0.0,4.0,0.279,0.409,0.444,0.058,157.5,2.33,2.33,0.249
1024,5.08,370.0,46.0,104.0,15.0,0.0,21.0,85.0,0.0,4.0,50.0,1.0,8.0,71.0,6.0,2.0,6.0,0.281,0.363,0.492,0.035,136.8,-1.0,1.41,0.151
1025,4.68,399.0,61.0,100.0,25.0,1.0,11.0,59.0,7.0,9.0,77.0,7.0,8.0,86.0,8.0,2.0,4.0,0.251,0.378,0.401,0.024,126.9,0.37,-0.76,-0.081
1026,4.28,357.0,64.0,102.0,8.0,2.0,3.0,27.0,39.0,14.0,53.0,4.0,0.0,33.0,6.0,7.0,4.0,0.286,0.38,0.345,0.017,120.4,0.79,0.79,0.085
1027,4.19,359.0,55.0,102.0,11.0,0.0,20.0,64.0,4.0,5.0,42.0,10.0,0.0,48.0,12.0,0.0,2.0,0.284,0.373,0.482,0.037,139.4,-1.39,-0.95,-0.101
1028,3.59,357.0,40.0,104.0,24.0,2.0,4.0,49.0,3.0,3.0,66.0,1.0,13.0,42.0,5.0,3.0,2.0,0.291,0.401,0.403,0.037,137.9,-0.031877833182136,0.0884496618636955,0.0059227273662733
1029,3.45,333.0,40.0,101.0,8.0,3.0,1.0,31.0,12.0,15.0,56.0,3.0,0.0,30.0,2.0,0.0,1.0,0.303,0.407,0.354,0.035,137.2,-0.0279935620532742,0.0879434876499387,0.0059826029522423
1030,3.33,423.0,44.0,121.0,22.0,2.0,10.0,57.0,5.0,4.0,41.0,1.0,7.0,54.0,8.0,2.0,1.0,0.286,0.35,0.418,0.017,120.9,2.93,2.93,0.314
1031,3.13,317.0,41.0,95.0,12.0,5.0,1.0,34.0,12.0,10.0,42.0,4.0,0.0,44.0,5.0,6.0,3.0,0.3,0.385,0.379,0.03,132.0,-0.0210198274658862,0.0809698655818252,0.0055921027250126
1032,3.08,440.0,53.0,111.0,23.0,4.0,10.0,59.0,15.0,9.0,58.0,5.0,3.0,50.0,12.0,7.0,6.0,0.252,0.342,0.391,0.004,109.0,3.84,3.84,0.411
1033,3.06,351.0,48.0,113.0,12.0,4.0,1.0,33.0,26.0,6.0,17.0,3.0,0.0,34.0,2.0,6.0,8.0,0.322,0.351,0.387,0.01,113.9,-5.92,-5.92,-0.633
1034,3.04,379.0,58.0,101.0,17.0,1.0,3.0,26.0,11.0,17.0,45.0,5.0,0.0,25.0,8.0,7.0,1.0,0.266,0.351,0.34,-0.001,104.9,-0.0142846678101939,0.0810399496264676,0.0056973640817811
1035,3.03,257.0,27.0,65.0,11.0,2.0,5.0,31.0,1.0,4.0,41.0,1.0,0.0,47.0,3.0,7.0,1.0,0.253,0.357,0.37,0.014,117.4,1.6,1.6,0.171
1036,3.01,340.0,47.0,108.0,15.0,1.0,13.0,59.0,0.0,2.0,27.0,8.0,3.0,41.0,12.0,2.0,0.0,0.318,0.381,0.482,0.046,146.9,0.9,0.9,0.097
1037,2.89,256.0,49.0,65.0,11.0,0.0,18.0,46.0,6.0,4.0,33.0,7.0,0.0,55.0,3.0,2.0,3.0,0.254,0.351,0.508,0.031,133.4,-4.78,-4.78,-0.511
1038,2.86,342.0,51.0,112.0,16.0,2.0,6.0,45.0,5.0,8.0,45.0,2.0,2.0,32.0,11.0,2.0,4.0,0.327,0.405,0.439,0.052,152.5,-4.01,-4.01,-0.429
1039,2.82,362.0,51.0,93.0,9.0,4.0,13.0,56.0,21.0,10.0,50.0,5.0,2.0,87.0,3.0,3.0,5.0,0.257,0.351,0.412,0.012,116.2,0.7,0.7,0.075
1040,2.69,290.0,39.0,88.0,10.0,1.0,5.0,34.0,24.0,9.0,36.0,3.0,1.0,32.0,1.0,9.0,6.0,0.303,0.379,0.397,0.026,128.0,-5.93,-5.93,-0.634
1041,2.62,422.0,55.0,116.0,25.0,6.0,8.0,57.0,25.0,8.0,32.0,11.0,5.0,36.0,5.0,8.0,5.0,0.275,0.338,0.419,0.003,108.3,1.64,1.64,0.175
1042,2.59,209.0,26.0,69.0,20.0,0.0,7.0,27.0,3.0,0.0,26.0,7.0,3.0,30.0,7.0,0.0,3.0,0.33,0.416,0.526,0.071,169.3,-3.19,-3.19,-0.342
