,war,타수,득점,안타,2루타,3루타,홈런,타점,도루성공,도루실패,4구,사구,고의4구,삼진,병살타,희생타,희생플라이,타율,출루율,장타율,R/ePA,wRC+,rangeRAA,종합 RAA,WAAwoPOS
1043,2.55,464.0,67.0,137.0,24.0,4.0,9.0,66.0,12.0,10.0,35.0,0.0,3.0,73.0,6.0,4.0,4.0,0.295,0.342,0.422,0.016,120.0,-5.84,-5.84,-0.624
1044,2.49,228.0,24.0,70.0,10.0,2.0,3.0,38.0,5.0,5.0,21.0,2.0,1.0,30.0,6.0,5.0,1.0,0.307,0.369,0.408,0.028,130.2,0.9,0.9,0.096
1045,2.49,198.0,30.0,64.0,20.0,2.0,1.0,23.0,14.0,1.0,14.0,3.0,0.0,12.0,0.0,1.0,3.0,0.323,0.372,0.46,0.043,144.2,-2.22,-2.22,-0.238
1046,2.47,299.0,41.0,87.0,15.0,1.0,12.0,49.0,3.0,1.0,30.0,2.0,6.0,39.0,3.0,0.0,2.0,0.291,0.357,0.468,0.029,130.9,-0.0090534381918377,0.0643436844937027,0.0045706705978381
1047,2.47,330.0,34.0,93.0,13.0,4.0,3.0,28.0,14.0,4.0,36.0,0.0,1.0,58.0,6.0,5.0,1.0,0.282,0.351,0.373,0.011,114.9,-0.0048077506264684,0.068612559573133,0.0049791302810435
1048,2.42,327.0,54.0,97.0,12.0,2.0,0.0,26.0,25.0,14.0,30.0,9.0,0.0,32.0,3.0,17.0,0.0,0.297,0.372,0.346,0.008,112.2,2.21,2.21,0.236
1049,2.38,370.0,42.0,100.0,17.0,3.0,0.0,38.0,17.0,8.0,62.0,4.0,1.0,52.0,8.0,17.0,5.0,0.27,0.376,0.332,0.013,116.9,-0.0028726811479246,0.0678424035150489,0.0049741657826529
1050,2.23,352.0,54.0,101.0,18.0,6.0,1.0,56.0,13.0,10.0,53.0,1.0,0.0,14.0,14.0,8.0,8.0,0.287,0.374,0.381,0.027,129.4,0.33,0.33,0.035
1051,2.22,339.0,33.0,81.0,13.0,2.0,1.0,35.0,11.0,0.0,42.0,3.0,4.0,21.0,7.0,5.0,5.0,0.239,0.324,0.298,-0.033,76.4,1.38,1.38,0.147
1052,2.12,166.0,20.0,46.0,7.0,0.0,3.0,21.0,3.0,4.0,28.0,3.0,0.0,30.0,3.0,1.0,2.0,0.277,0.387,0.373,0.027,130.2,3.13,3.13,0.334
1053,2.09,234.0,21.0,62.0,14.0,3.0,3.0,33.0,0.0,1.0,31.0,2.0,1.0,34.0,5.0,1.0,3.0,0.265,0.352,0.389,0.013,117.4,2.04,2.04,0.219
1054,2.02,316.0,27.0,77.0,15.0,0.0,10.0,37.0,0.0,1.0,35.0,3.0,2.0,53.0,13.0,2.0,1.0,0.244,0.324,0.386,-0.007,99.3,0.31,1.58,0.169
1055,1.97,371.0,36.0,104.0,15.0,2.0,5.0,57.0,11.0,5.0,38.0,2.0,4.0,19.0,13.0,3.0,7.0,0.28,0.344,0.372,0.0,105.5,0.006534021859838,0.058309974485802,0.0044246885131222
1056,1.95,272.0,49.0,80.0,13.0,6.0,0.0,25.0,25.0,4.0,17.0,0.0,3.0,21.0,2.0,10.0,2.0,0.294,0.333,0.386,0.001,106.5,-3.92,-3.92,-0.42
1057,1.94,275.0,26.0,71.0,18.0,1.0,0.0,33.0,5.0,6.0,40.0,3.0,0.0,18.0,3.0,18.0,3.0,0.258,0.355,0.331,0.002,106.9,1.13,1.13,0.121
1058,1.86,342.0,60.0,104.0,18.0,0.0,11.0,64.0,3.0,5.0,32.0,2.0,0.0,38.0,10.0,1.0,5.0,0.304,0.362,0.453,0.034,136.2,-3.88,-3.88,-0.415
1059,1.81,316.0,45.0,76.0,9.0,2.0,1.0,21.0,15.0,8.0,47.0,2.0,0.0,31.0,7.0,10.0,1.0,0.241,0.342,0.291,-0.016,91.1,4.58,4.58,0.49
1060,1.79,383.0,48.0,100.0,23.0,1.0,1.0,28.0,62.0,22.0,36.0,1.0,3.0,19.0,8.0,14.0,3.0,0.261,0.324,0.334,-0.018,90.0,1.93,1.93,0.206
1061,1.68,373.0,58.0,90.0,13.0,1.0,12.0,46.0,24.0,15.0,46.0,6.0,2.0,52.0,10.0,7.0,2.0,0.241,0.333,0.378,-0.007,99.2,2.28,2.28,0.244
1062,1.59,284.0,47.0,69.0,18.0,2.0,4.0,45.0,12.0,7.0,45.0,5.0,0.0,27.0,6.0,10.0,4.0,0.243,0.352,0.363,0.005,109.5,-4.21,-4.21,-0.45
1063,1.58,211.0,29.0,58.0,6.0,5.0,1.0,13.0,14.0,4.0,19.0,0.0,1.0,22.0,3.0,4.0,1.0,0.275,0.333,0.365,-0.003,102.3,1.46,1.46,0.156
1064,1.56,195.0,31.0,46.0,10.0,1.0,3.0,17.0,3.0,0.0,33.0,4.0,0.0,49.0,4.0,6.0,2.0,0.236,0.355,0.344,0.001,106.0,1.47,1.47,0.157
1065,1.55,333.0,53.0,96.0,15.0,1.0,9.0,44.0,8.0,2.0,30.0,3.0,0.0,28.0,12.0,2.0,5.0,0.288,0.348,0.42,0.016,120.1,-7.12,-7.12,-0.762
1066,1.53,329.0,39.0,81.0,15.0,3.0,5.0,38.0,14.0,3.0,31.0,2.0,1.0,56.0,4.0,13.0,5.0,0.246,0.311,0.356,-0.02,88.1,-9.56,-9.56,-1.023
1067,1.53,333.0,63.0,91.0,16.0,3.0,10.0,52.0,26.0,12.0,33.0,5.0,0.0,49.0,5.0,6.0,5.0,0.273,0.343,0.429,0.014,118.1,0.0125609450051503,0.0474301794309454,0.0037470780663974
1068,1.48,274.0,35.0,72.0,11.0,2.0,5.0,33.0,9.0,5.0,26.0,2.0,2.0,29.0,9.0,5.0,1.0,0.263,0.33,0.372,-0.007,99.3,0.0174302423424053,0.0487855361294317,0.0039301486401469
1069,1.47,168.0,23.0,45.0,10.0,0.0,7.0,28.0,1.0,0.0,26.0,1.0,5.0,26.0,7.0,1.0,2.0,0.268,0.365,0.452,0.029,130.7,1.21,1.21,0.129
1070,1.44,174.0,19.0,45.0,8.0,2.0,6.0,27.0,1.0,3.0,21.0,0.0,1.0,13.0,7.0,5.0,4.0,0.259,0.332,0.431,0.01,114.0,-0.48,0.67,0.072
1071,1.44,290.0,44.0,83.0,19.0,0.0,5.0,30.0,13.0,10.0,31.0,6.0,2.0,72.0,4.0,4.0,2.0,0.286,0.365,0.403,0.019,122.2,-5.05,-5.05,-0.54
1072,1.42,381.0,60.0,92.0,15.0,3.0,6.0,31.0,16.0,8.0,39.0,2.0,2.0,40.0,5.0,10.0,1.0,0.241,0.314,0.344,-0.022,85.6,1.86,1.86,0.199
1073,1.4,97.0,10.0,32.0,9.0,0.0,1.0,21.0,0.0,2.0,14.0,1.0,0.0,16.0,2.0,0.0,4.0,0.33,0.405,0.454,0.063,162.7,0.0078205787990771,0.0435608155742579,0.0034400491547508
1074,1.39,333.0,36.0,91.0,14.0,2.0,1.0,31.0,20.0,6.0,20.0,3.0,0.0,35.0,6.0,17.0,1.0,0.273,0.319,0.336,-0.019,89.1,-5.16,-5.16,-0.552
1075,1.34,80.0,13.0,25.0,4.0,5.0,2.0,21.0,7.0,3.0,7.0,2.0,0.0,22.0,1.0,3.0,0.0,0.313,0.382,0.563,0.069,165.5,-0.31,-0.21,-0.023
1076,1.32,143.0,13.0,41.0,8.0,4.0,0.0,14.0,7.0,2.0,10.0,0.0,1.0,13.0,1.0,3.0,0.0,0.287,0.333,0.399,0.008,112.8,0.018331406404941,0.0449997710077953,0.0036890754985065
1077,1.3,295.0,31.0,75.0,13.0,1.0,1.0,21.0,10.0,5.0,30.0,3.0,1.0,28.0,6.0,5.0,1.0,0.254,0.328,0.315,-0.022,86.0,2.07,2.07,0.222
1078,1.3,118.0,9.0,30.0,4.0,1.0,3.0,17.0,2.0,1.0,21.0,3.0,0.0,22.0,4.0,3.0,0.0,0.254,0.38,0.381,0.023,125.9,0.02,-0.33,-0.036
1079,1.24,152.0,16.0,44.0,12.0,2.0,0.0,14.0,5.0,6.0,20.0,1.0,0.0,15.0,2.0,4.0,0.0,0.289,0.376,0.395,0.035,136.4,0.41,0.41,0.044
1080,1.12,168.0,14.0,43.0,8.0,0.0,0.0,16.0,1.0,1.0,19.0,0.0,0.0,16.0,5.0,8.0,2.0,0.256,0.328,0.304,-0.019,89.1,0.26,0.64,0.068
1081,1.11,132.0,16.0,34.0,4.0,0.0,3.0,17.0,4.0,2.0,16.0,3.0,0.0,23.0,2.0,2.0,0.0,0.258,0.351,0.356,-0.001,104.2,0.61,0.61,0.065
1082,1.11,309.0,30.0,68.0,6.0,3.0,1.0,25.0,16.0,9.0,43.0,6.0,0.0,10.0,7.0,10.0,1.0,0.22,0.326,0.269,-0.038,71.5,0.0306508981119724,0.0450562070411589,0.0038996884700552
1083,1.08,144.0,9.0,38.0,11.0,1.0,1.0,20.0,0.0,0.0,17.0,1.0,2.0,18.0,3.0,0.0,2.0,0.264,0.341,0.375,0.002,107.0,0.0242101615577638,0.0406183856083176,0.0034759462382345
1084,1.04,341.0,38.0,97.0,17.0,3.0,4.0,48.0,4.0,3.0,31.0,6.0,0.0,27.0,10.0,0.0,6.0,0.284,0.349,0.387,0.007,111.8,-3.23,-3.23,-0.346
1085,0.96,135.0,23.0,39.0,11.0,0.0,5.0,24.0,1.0,3.0,11.0,1.0,1.0,24.0,3.0,1.0,0.0,0.289,0.347,0.481,0.034,135.4,-1.79,-1.79,-0.191
1086,0.96,186.0,19.0,46.0,7.0,1.0,9.0,26.0,1.0,0.0,16.0,0.0,0.0,29.0,1.0,3.0,0.0,0.247,0.307,0.441,0.002,107.0,-1.73,-1.73,-0.185
1087,0.93,266.0,35.0,59.0,12.0,1.0,9.0,42.0,17.0,8.0,35.0,2.0,3.0,40.0,6.0,10.0,1.0,0.222,0.316,0.376,-0.016,91.2,1.51,1.51,0.162
1088,0.92,128.0,10.0,36.0,4.0,0.0,2.0,12.0,2.0,0.0,7.0,0.0,0.0,18.0,5.0,5.0,0.0,0.281,0.319,0.359,-0.012,95.0,2.2,2.2,0.235
1089,0.92,80.0,12.0,15.0,3.0,1.0,0.0,5.0,1.0,1.0,8.0,0.0,0.0,12.0,1.0,5.0,1.0,0.188,0.258,0.25,-0.072,43.5,0.0398229916105967,0.0438200386057777,0.0039618559506626
1090,0.91,151.0,13.0,30.0,3.0,2.0,4.0,19.0,1.0,2.0,20.0,1.0,1.0,39.0,2.0,2.0,2.0,0.199,0.293,0.325,-0.04,69.4,0.0343845606494906,0.0396331154942125,0.0035570281533766
1091,0.88,189.0,21.0,42.0,6.0,1.0,2.0,14.0,9.0,6.0,32.0,4.0,0.0,28.0,3.0,6.0,0.0,0.222,0.347,0.296,-0.017,90.4,0.46,0.46,0.049
1092,0.86,100.0,14.0,28.0,1.0,1.0,2.0,15.0,1.0,0.0,13.0,2.0,1.0,17.0,3.0,1.0,1.0,0.28,0.371,0.37,0.009,113.6,0.0272568739423946,0.0353658886818705,0.0031539199140225
1093,0.84,273.0,40.0,64.0,11.0,5.0,4.0,47.0,12.0,5.0,35.0,3.0,5.0,17.0,6.0,5.0,3.0,0.234,0.325,0.355,-0.02,87.9,0.0321432143268929,0.0362903122287857,0.0032829760068077
1094,0.82,106.0,11.0,24.0,7.0,0.0,0.0,10.0,4.0,3.0,16.0,2.0,1.0,24.0,0.0,1.0,2.0,0.226,0.333,0.292,-0.027,80.9,0.66,0.66,0.071
1095,0.81,278.0,25.0,64.0,12.0,0.0,5.0,29.0,1.0,3.0,47.0,4.0,0.0,34.0,11.0,3.0,3.0,0.23,0.346,0.327,-0.007,99.1,0.0315649965609386,0.0369480837992895,0.0033527752311297
1096,0.78,253.0,34.0,65.0,9.0,1.0,4.0,29.0,7.0,5.0,23.0,2.0,0.0,42.0,10.0,2.0,4.0,0.257,0.319,0.348,-0.019,88.3,1.47,1.47,0.158
1097,0.72,128.0,18.0,36.0,7.0,0.0,2.0,15.0,7.0,3.0,14.0,0.0,0.0,21.0,1.0,2.0,1.0,0.281,0.35,0.383,0.013,117.3,-1.47,-1.47,-0.157
1098,0.63,29.0,5.0,14.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.483,0.5,0.586,0.134,227.2,0.19,0.19,0.021
1099,0.63,74.0,13.0,21.0,2.0,0.0,5.0,16.0,1.0,1.0,13.0,0.0,0.0,12.0,3.0,0.0,1.0,0.284,0.386,0.514,0.059,159.2,-1.34,-1.34,-0.143
1100,0.51,132.0,21.0,32.0,4.0,2.0,2.0,18.0,8.0,2.0,12.0,1.0,0.0,25.0,2.0,7.0,1.0,0.242,0.308,0.348,-0.025,83.8,0.74,0.74,0.079
1101,0.51,57.0,8.0,16.0,1.0,2.0,0.0,4.0,2.0,3.0,9.0,0.0,0.0,18.0,2.0,0.0,0.0,0.281,0.379,0.368,0.026,128.8,1.38,1.38,0.147
1102,0.5,285.0,29.0,69.0,12.0,1.0,0.0,12.0,2.0,4.0,27.0,3.0,0.0,28.0,10.0,8.0,3.0,0.242,0.311,0.291,-0.037,72.8,1.3,1.3,0.139
1103,0.45,206.0,24.0,51.0,4.0,0.0,1.0,8.0,2.0,2.0,17.0,0.0,0.0,22.0,2.0,11.0,0.0,0.248,0.305,0.282,-0.041,69.4,1.01,1.01,0.108
1104,0.44,98.0,3.0,24.0,8.0,1.0,0.0,13.0,1.0,1.0,7.0,1.0,0.0,24.0,2.0,1.0,0.0,0.245,0.302,0.347,-0.024,83.9,0.08,-0.8,-0.086
1105,0.38,178.0,14.0,43.0,5.0,1.0,1.0,17.0,2.0,1.0,12.0,1.0,0.0,13.0,8.0,14.0,1.0,0.242,0.292,0.298,-0.045,67.3,0.27,0.67,0.071
1106,0.37,52.0,12.0,12.0,5.0,0.0,1.0,7.0,2.0,1.0,5.0,2.0,0.0,6.0,0.0,2.0,1.0,0.231,0.317,0.385,-0.017,90.8,0.27,0.27,0.029
1107,0.37,166.0,13.0,39.0,3.0,4.0,1.0,18.0,3.0,7.0,19.0,1.0,0.0,18.0,1.0,1.0,0.0,0.235,0.317,0.319,-0.026,82.0,0.31,0.31,0.033
1108,0.36,29.0,7.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,1.0,0.0,6.0,0.0,1.0,0.0,0.276,0.462,0.276,0.042,142.8,-0.46,-0.46,-0.049
1109,0.34,64.0,8.0,17.0,5.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.0,14.0,1.0,1.0,0.0,0.266,0.319,0.344,-0.01,96.2,0.23,0.23,0.025
1110,0.33,46.0,3.0,11.0,1.0,0.0,1.0,5.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.239,0.3,0.326,-0.031,76.9,0.0449380922330817,0.0281764397718323,0.0029378900549801
1111,0.28,25.0,6.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.36,0.407,0.48,0.072,170.4,0.0287227850802763,0.0202214126141915,0.0021411412688137
1112,0.26,186.0,17.0,38.0,4.0,3.0,3.0,21.0,1.0,2.0,17.0,0.0,0.0,20.0,5.0,8.0,2.0,0.204,0.268,0.306,-0.059,53.6,0.0503325433367946,0.0277961307802792,0.002982582749495
1113,0.24,31.0,3.0,9.0,3.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.29,0.333,0.387,0.011,115.1,0.0400003753822519,0.0242246273706225,0.0026005916795399
1114,0.21,28.0,1.0,6.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.214,0.313,0.286,-0.036,73.4,0.03,-0.25,-0.026
1115,0.21,21.0,9.0,5.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,0.238,0.36,0.238,-0.018,89.4,0.07,0.07,0.008
1116,0.18,91.0,9.0,20.0,6.0,0.0,1.0,10.0,2.0,0.0,13.0,1.0,0.0,19.0,3.0,1.0,2.0,0.22,0.318,0.319,-0.023,84.7,0.0467595415014186,0.0251835404387894,0.0027682938387213
1117,0.18,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.6,0.75,0.251,333.5,0.01,0.02,0.002
1118,0.17,179.0,36.0,41.0,4.0,0.0,1.0,14.0,12.0,7.0,15.0,3.0,1.0,20.0,5.0,12.0,0.0,0.229,0.299,0.268,-0.057,56.6,0.39,0.39,0.042
1119,0.15,227.0,19.0,48.0,9.0,0.0,0.0,22.0,2.0,0.0,14.0,1.0,0.0,27.0,2.0,8.0,1.0,0.211,0.259,0.251,-0.08,35.1,0.2,-1.88,-0.201
1120,0.15,77.0,7.0,19.0,3.0,0.0,2.0,13.0,0.0,0.0,6.0,2.0,1.0,12.0,2.0,1.0,1.0,0.247,0.314,0.364,-0.027,81.3,-1.34,-1.34,-0.143
1121,0.12,10.0,5.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,0.3,0.429,0.3,0.005,110.1,0.0427992434695383,0.0209407292961749,0.002396549227452
1122,0.12,174.0,17.0,48.0,12.0,1.0,0.0,15.0,2.0,3.0,14.0,1.0,0.0,16.0,7.0,1.0,0.0,0.276,0.333,0.356,-0.002,103.8,0.0444763159315334,0.0226342366036848,0.0025585350018824
1123,0.09,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.5,0.667,0.177,266.3,0.0145906167533519,0.0086142612718838,0.0011132435501666
1124,0.09,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.338,412.6,0.0,0.0,0.0
1125,0.08,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.4,0.4,0.6,0.117,192.9,0.0274343338451189,0.0118028684462796,0.0014964950260221
1126,0.08,116.0,14.0,24.0,4.0,0.0,2.0,9.0,2.0,1.0,14.0,3.0,1.0,22.0,2.0,4.0,2.0,0.207,0.304,0.293,-0.047,64.0,-1.92,-1.92,-0.205
1127,0.08,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4,0.25,0.01,114.2,-0.02,-0.01,-0.001
1128,0.07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.592,643.0,0.0,0.0,0.0
1129,0.06,27.0,12.0,5.0,0.0,0.0,2.0,3.0,3.0,1.0,6.0,1.0,0.0,11.0,1.0,1.0,0.0,0.185,0.353,0.407,0.005,109.6,0.043347987579653,0.0180069061749679,0.0021741840909087
1130,0.06,79.0,3.0,17.0,2.0,0.0,0.0,10.0,3.0,1.0,7.0,0.0,0.0,12.0,1.0,1.0,1.0,0.215,0.276,0.241,-0.069,43.2,0.35,0.35,0.038
1131,0.06,21.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.333,0.364,0.429,0.021,124.6,0.0407902647709712,0.0173760396527168,0.0020992969498285
1132,0.05,89.0,14.0,23.0,4.0,0.0,2.0,14.0,1.0,2.0,10.0,1.0,0.0,17.0,3.0,1.0,2.0,0.258,0.333,0.371,-0.005,100.7,0.045906098448127,0.0201714632821189,0.0023897236570959
1133,0.04,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.125,218.8,0.025134554436,0.01302711503051,0.0016086820935135
1134,0.03,113.0,9.0,29.0,2.0,0.0,0.0,5.0,5.0,6.0,9.0,0.0,0.0,21.0,1.0,7.0,0.0,0.257,0.311,0.274,-0.039,71.4,0.0525612146643228,0.0239841521730154,0.0027868330544385
1136,0.02,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.286,0.2,-0.077,35.9,0.15,0.15,0.016
1137,0.01,39.0,4.0,8.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.205,0.244,0.308,-0.077,35.7,0.0579996261542224,0.0225966679994335,0.0027161330066876
1138,0.01,151.0,14.0,40.0,7.0,0.0,1.0,10.0,2.0,3.0,7.0,3.0,0.0,20.0,3.0,3.0,0.0,0.265,0.311,0.331,-0.031,77.8,0.38,0.38,0.041
1139,0.0,45.0,5.0,10.0,1.0,1.0,0.0,3.0,2.0,3.0,4.0,0.0,0.0,11.0,0.0,1.0,0.0,0.222,0.286,0.289,-0.051,59.9,0.31,0.31,0.033
1140,0.0,199.0,27.0,39.0,5.0,1.0,4.0,12.0,0.0,2.0,17.0,3.0,0.0,34.0,2.0,0.0,2.0,0.196,0.267,0.291,-0.063,48.2,-3.51,-3.51,-0.375
1141,-0.01,42.0,5.0,10.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,9.0,2.0,1.0,0.0,0.238,0.304,0.286,-0.038,71.2,0.0532723710740544,0.0228948717301085,0.0027176221102811
1144,-0.02,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.25,0.25,0.25,-0.081,31.6,0.0602918036150912,0.0245176511118064,0.0029189447433163
1147,-0.02,91.0,9.0,20.0,2.0,0.0,2.0,13.0,1.0,2.0,7.0,0.0,0.0,16.0,1.0,0.0,0.0,0.22,0.276,0.308,-0.05,60.3,-1.51,-1.51,-0.161
1149,-0.03,35.0,26.0,7.0,0.0,0.0,0.0,0.0,14.0,5.0,4.0,2.0,0.0,10.0,0.0,1.0,0.0,0.2,0.317,0.2,-0.075,39.0,0.0592140164470304,0.0239669764415072,0.0028676439760765
1154,-0.05,330.0,27.0,83.0,10.0,2.0,4.0,44.0,1.0,0.0,27.0,2.0,1.0,44.0,14.0,3.0,2.0,0.252,0.31,0.33,-0.028,80.0,0.87,0.87,0.093
1159,-0.07,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.133,225.7,0.0265149739781629,0.0113654056401221,0.0015316656976213
1161,-0.08,16.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.188,0.235,0.25,-0.082,30.7,-0.04,0.06,0.006
1162,-0.09,53.0,3.0,12.0,2.0,0.0,0.0,11.0,0.0,1.0,6.0,0.0,0.0,16.0,0.0,0.0,3.0,0.226,0.29,0.264,-0.058,53.2,0.21,0.21,0.023
1163,-0.1,35.0,4.0,9.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,0.257,0.278,0.343,-0.046,64.3,0.0551895848416746,0.0188604522472596,0.0024246155608186
1165,-0.1,88.0,4.0,14.0,3.0,0.0,0.0,9.0,0.0,0.0,17.0,0.0,0.0,26.0,3.0,1.0,2.0,0.159,0.29,0.193,-0.07,42.1,0.01,-0.25,-0.026
1166,-0.11,247.0,18.0,48.0,5.0,0.0,3.0,21.0,4.0,3.0,48.0,1.0,1.0,39.0,7.0,7.0,2.0,0.194,0.326,0.251,-0.035,74.1,0.0552310814703638,0.0218310215822886,0.0026923098537112
1168,-0.13,162.0,14.0,35.0,6.0,0.0,0.0,11.0,2.0,3.0,15.0,3.0,0.0,26.0,1.0,3.0,1.0,0.216,0.293,0.253,-0.062,49.7,0.0592698621137533,0.0212175769544043,0.0026793489344009
1169,-0.13,9.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.222,0.222,0.222,-0.112,3.9,0.04,0.04,0.004
1171,-0.14,30.0,8.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,1.0,0.0,7.0,0.0,1.0,0.0,0.2,0.294,0.2,-0.076,38.2,0.0620471533492836,0.0229602890965971,0.0028593309711711
1172,-0.17,19.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,3.0,0.0,0.0,0.158,0.36,0.211,-0.033,75.6,0.02,-0.04,-0.004
1173,-0.18,53.0,20.0,10.0,1.0,1.0,0.0,6.0,10.0,2.0,2.0,2.0,0.0,8.0,0.0,1.0,0.0,0.189,0.246,0.245,-0.094,21.7,0.0648952071317141,0.0210340094085431,0.0027323751888074
1174,-0.19,8.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.125,0.125,0.25,-0.154,-34.4,0.05,0.05,0.005
1175,-0.21,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.091,0.091,0.091,-0.235,-107.4,0.04,0.04,0.005
1177,-0.22,53.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,11.0,0.0,0.0,0.0,0.151,0.286,0.17,-0.091,24.3,0.066193443037302,0.0223495977379404,0.0028796907196881
1178,-0.25,45.0,2.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.178,0.213,0.178,-0.132,-14.2,0.0729058336018365,0.0222919243747312,0.0029412436553792
1179,-0.26,19.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.105,0.15,0.158,-0.169,-47.9,0.0790571365658647,0.0239933681784227,0.0031429725153798
1180,-0.26,34.0,2.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.147,0.171,0.206,-0.143,-24.2,-0.01,-0.01,-0.001
1181,-0.27,167.0,15.0,31.0,4.0,1.0,3.0,17.0,1.0,4.0,12.0,0.0,0.0,47.0,2.0,6.0,3.0,0.186,0.236,0.275,-0.088,27.7,0.98,0.98,0.105
1182,-0.27,86.0,6.0,14.0,3.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,0.0,11.0,1.0,4.0,1.0,0.163,0.215,0.233,-0.112,7.9,0.08,-0.73,-0.078
1183,-0.28,24.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,1.0,0.0,5.0,1.0,1.0,1.0,0.125,0.241,0.125,-0.125,-4.4,0.0729104149375811,0.0238239504646012,0.0030925371271369
1184,-0.28,20.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.1,0.182,0.1,-0.169,-41.1,0.0792434907248345,0.0255456286039191,0.0032920401937417
1185,-0.28,35.0,10.0,7.0,3.0,0.0,0.0,5.0,4.0,4.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,0.2,0.275,0.286,-0.053,57.0,0.0610589549108068,0.0179669929944326,0.00248678150425
1186,-0.29,94.0,9.0,19.0,3.0,0.0,1.0,12.0,5.0,1.0,6.0,0.0,0.0,12.0,1.0,5.0,3.0,0.202,0.243,0.266,-0.087,30.0,0.065692827572178,0.018498045498789,0.0025738645454796
1187,-0.29,47.0,6.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,11.0,1.0,0.0,0.0,0.234,0.28,0.234,-0.075,37.7,0.064655218088227,0.0188267181980305,0.0025950462789451
